artist,auction_house,auction_result,date_sold,dating,img available,inscribed,kind,lot_number,price_estimated,signed,size,stamped,title,with_premium
" 
        Hamed Abdalla (1917-1985) ",Gorringes - United Kingdom: Worthing,190 GBP,03-27-2013,N/A,y,No,Ink and watercolour,2001,120 - 180 GBP,Yes,9.75 x 7.00 in (24.76 x 17.78 cm),No,Woman before a fence,No
" 
        Hamed Abdalla (1917-1985) ","Bruun Rasmussen - Denmark: Havnen, Copenhagen",38 EUR,05-19-2008,N/A,n,No,Oil on board,480,200 EUR,Yes,36.61 x 17.72 in (92.99 x 45.01 cm),No,Komposition,No
" 
        Hamed Abdalla (1917-1985) ","Bruun Rasmussen - Denmark: Havnen, Copenhagen",200 EUR,08-13-2007,N/A,n,No,Oil on canvas mounted on board,448,400 EUR,No,12.20 x 15.75 in (30.99 x 40.00 cm),No,Rejse,No
" 
        Hamed Abdalla (1917-1985) ","Bruun Rasmussen - Denmark: Havnen, Copenhagen",200 EUR,08-13-2007,N/A,n,No,Crayon on paper,422,400 EUR,Yes,11.02 x 12.99 in (27.99 x 32.99 cm),No,Two heads,No
" 
        Hamed Abdalla (1917-1985) ","Bruun Rasmussen - Denmark: Havnen, Copenhagen",200 EUR,08-13-2007,N/A,n,No,Gouache on paper,416,400 EUR,Yes,11.81 x 8.66 in (30.00 x 22.00 cm),No,Kammerater,No
" 
        Jellal Ben Abdallah (1921-) ",Aguttes - France: Paris,"16,830 EUR",02-27-2015,N/A,y,No,Mixed Media on paper,238,"4,000 - 6,000 EUR",Yes,63.39 x 26.77 in (161.01 x 68.00 cm),No,Jeune femme à la corbeille de fruits,Yes
" 
        Jellal Ben Abdallah (1921-) ",Millon & Associes - France: Paris,950 EUR,06-27-2014,N/A,n,No,Oil on cardboard,271,"1,000 - 1,200 EUR",Yes,3.74 x 4.33 in (9.50 x 11.00 cm),No,Le bouquet et le chat,No
" 
        Jellal Ben Abdallah (1921-) ",Millon & Associes - France: Paris,"6,182 EUR",05-19-2014,N/A,y,No,Acrylic ,205,"3,000 - 4,000 EUR",No,38.58 x 26.38 in (97.99 x 67.01 cm),No,L&#39;OFFRANDE DES FRUITS THE OFFERING OF FRUITS,Yes
" 
        Jellal Ben Abdallah (1921-) ",Rieunier & Associes - France: Paris,"6,000 EUR",06-14-2013,1970,y,No,Watercolor on cardboard,34,"7,000 - 9,000 EUR",Yes,37.80 x 25.98 in (96.01 x 65.99 cm),No,Jeune femme aux colombes,No
" 
        Jellal Ben Abdallah (1921-) ",Gros - Delettrez - France: Paris,"5,200 EUR",12-17-2012,N/A,y,No,Mixed Media on paper,408,300 - 400 EUR,No,46.46 x 28.74 in (118.01 x 73.00 cm),No,Femme assise au collier,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,"3,188 EUR",11-20-2012,N/A,y,No,Watercolor on paper,115,"3,000 - 5,000 EUR",No,21.46 x 17.72 in (54.51 x 45.01 cm),No,ÉCOLE TUNISIENNE PÊCHEUSE FISHERMAN,Yes
" 
        Jellal Ben Abdallah (1921-) ","Leslie Hindman Auctioneers & Appraisers - The United States: Chicago, Illinois",992 USD,12-11-2011,N/A,y,No,Oil on board,279,"1,500 - 2,500 USD",Yes,4.65 x 5.50 in (11.81 x 13.97 cm),No,Courtyard,Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,"2,295 EUR",11-03-2011,N/A,n,No,Oil on paper,11,"1,000 - 1,200 EUR",Yes,4.72 x 3.94 in (11.99 x 10.01 cm),No,"PASTÈQUE, GRENADE ET FIGUE DEVANT LA MER JARRES ET JASMIN DEVANT LE MINARET",Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,956 EUR,11-03-2011,N/A,n,No,Oil on paper,12,500 - 600 EUR,Yes,4.72 x 3.94 in (11.99 x 10.01 cm),No,JEUNE FILLE DEVANT LA MER,Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,893 EUR,11-03-2011,N/A,n,No,Oil on paper,13,500 - 600 EUR,Yes,4.72 x 3.94 in (11.99 x 10.01 cm),No,OISEAU SUR LA COUPE DE FRUITS,Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,11-03-2011,N/A,n,No,Oil on paper,14,"2,000 - 3,000 EUR",Yes,6.89 x 9.37 in (17.50 x 23.80 cm),No,JEUNES FEMMES AU ROUET,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,"1,020 EUR",11-03-2011,N/A,n,No,Oil on paper,15,600 - 800 EUR,Yes,6.18 x 6.02 in (15.70 x 15.29 cm),No,NATURE MORTE AUX POISSONS,Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,"4,080 EUR",11-03-2011,N/A,n,No,Oil on paper,16,500 - 600 EUR,Yes,4.72 x 3.94 in (11.99 x 10.01 cm),No,SOCQUES A L&#39;ENTRÉE DU HAREM,Yes
" 
        Jellal Ben Abdallah (1921-) ","Christies - United Kingdom: London, South Kensington","2,500 GBP",09-08-2009,N/A,y,No,Pencil and watercolour heightened with touches of gold,335,"2,500 - 3,500 GBP",Yes,4.25 x 3.50 in (10.80 x 8.89 cm),No,A group of musicians in an interior with a view of a mountain beyond,Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,12-02-2008,N/A,y,No,Watercolor on paper,218,"8,000 - 10,000 EUR",Yes,21.46 x 29.53 in (54.51 x 75.01 cm),No,Jeune femme au rouet,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,12-02-2008,N/A,y,No,Watercolor on paper,219,"5,000 - 6,000 EUR",Yes,20.28 x 16.34 in (51.51 x 41.50 cm),No,Jeune femme se coiffant,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,12-02-2008,N/A,y,No,Watercolor on paper,226,"5,000 - 6,000 EUR",Yes,20.28 x 16.34 in (51.51 x 41.50 cm),No,Jeune femme à l&#39;oiseau,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,12-02-2008,N/A,y,No,Watercolor on paper,227,"5,000 - 6,000 EUR",Yes,20.28 x 16.34 in (51.51 x 41.50 cm),No,Joueuse de flûte à l&#39;arbuste,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,"6,196 EUR",12-02-2008,N/A,y,No,Watercolor and acrylic on paper,235,"3,000 - 3,500 EUR",Yes,7.28 x 9.65 in (18.49 x 24.51 cm),No,Jeunes femmes à l&#39;heure du café,Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,12-02-2008,N/A,y,No,Watercolor on paper,237,"3,000 - 4,000 EUR",Yes,20.28 x 16.34 in (51.51 x 41.50 cm),No,Jeune femme au bouquet de fleurs,No
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,"4,975 EUR",12-02-2008,N/A,y,No,Watercolor and mixed media on paper,238,"2,000 - 3,000 EUR",Yes,8.66 x 5.51 in (22.00 x 14.00 cm),No,Deux jeunes femmes à la fenêtre,Yes
" 
        Jellal Ben Abdallah (1921-) ","Sothebys - United Kingdom: London, Bond Street","14,375 GBP",10-23-2008,N/A,n,No,Acrylic and gouache on paper,223,"12,000 - 18,000 GBP",Yes,25.59 x 37.40 in (65.00 x 95.00 cm),No,COMPLICITÉ (THE BOND),Yes
" 
        Jellal Ben Abdallah (1921-) ",Tajan - France: Paris,Unsold,06-02-2008,N/A,y,No,Acrylic on paper,197,"6,000 - 8,000 EUR",Yes,5.71 x 8.86 in (14.50 x 22.50 cm),No,MUSICIENNES AU TAMBOURIN,No
" 
        Hamed Abdallah (1917-1985) Egypt","Sothebys - United Kingdom: London, Bond Street","17,500 GBP",10-23-2008,N/A,n,No,Acrylic on paper laid down on masonite,268,"14,000 - 18,000 GBP",Yes,39.49 x 24.02 in (100.30 x 61.01 cm),No,WAFAQ (HARMONY),Yes
" 
        Jalel Ben Abdallah (-) ",Sothebys - Arab: Doha,"32,500 USD",04-21-2015,1980,n,No,Acrylic on board,55,"25,000 - 35,000 USD",Yes,26.38 x 38.35 in (67.01 x 97.41 cm),No,LES FEMMES DU DESERT (WOMEN OF THE DESERT),Yes
" 
        Monia Abdelali (-) ",C.M.O.O.A. Casablanca-Maroc - Morocco: Casablanca,Unsold,06-28-2008,N/A,y,No,Mixed Technique on canvas,109,"3,600 - 4,400 EUR",Yes,68.90 x 47.24 in (175.01 x 119.99 cm),No,Afrikan Dream,No
" 
        Monia Abdelali (-) ",C.M.O.O.A. Casablanca-Maroc - Morocco: Casablanca,Unsold,06-28-2008,N/A,y,No,Mixed Technique on canvas,110,"3,100 - 3,600 EUR",Yes,86.61 x 25.59 in (219.99 x 65.00 cm),No,Afrikan Dream,No
" 
        Youssef Abdelke (1951-) Syria","Bonhams - United Kingdom: London, New Bond Street","7,200 GBP",06-02-2010,N/A,y,No,Pastel ,51,"6,000 - 8,000 GBP",Yes,41.73 x 29.33 in (105.99 x 74.50 cm),No,Untitled,Yes
" 
        Youssef Abdelke (1951-) Syria",Christies - United Arab Emirates: Dubai,"25,000 USD",10-31-2007,N/A,n,Yes,Watercolor pastel on collage of paper,18,"28,000 - 35,000 USD",Yes,59.65 x 43.11 in (151.51 x 109.50 cm),No,Figures No.3,Yes
" 
        Youssef Abdelke (1951-) Syria","Sothebys - United Kingdom: London, Bond Street","6,250 GBP",10-24-2007,N/A,n,No,Charcoal on paper laid down on canvas,572,"5,000 - 7,000 GBP",Yes,56.30 x 76.38 in (143.00 x 194.01 cm),No,SKULL,Yes
" 
        Youssef Abdelke (1951-) Syria",Christies - United Arab Emirates: Dubai,"12,000 USD",02-01-2007,2004,n,No,Charcoal on paper,249,"15,000 - 25,000 USD",Yes,57.09 x 74.80 in (145.01 x 189.99 cm),No,Boite,Yes
" 
        Douglas Abdell (1947-) United States of America","Stair Galleries - The United States: Claverack, New York",100 USD,12-06-2014,1982,y,No,Oil on paper,113,300 - 500 USD,Yes,10.70 x 11.20 in (27.18 x 28.45 cm),No,PHAENA-KRAENQ-PHAENA,No
" 
        Douglas Abdell (1947-) United States of America","Skinner - The United States: Boston, Massachusetts","1,200 USD",09-20-2013,N/A,n,No,Painting bronze,815,"1,000 - 1,500 USD",Yes,15.00 x 18.74 x 4.25 in (38.10 x 47.60 x 10.80 cm),No,NCT-AEYAD,Yes
" 
        Douglas Abdell (1947-) United States of America","Skinner - The United States: Boston, Massachusetts","1,200 USD",09-20-2013,N/A,n,No,Bronze ,815,"1,000 - 1,500 USD",Yes,15.00 x 18.74 x 4.25 in (38.10 x 47.60 x 10.80 cm),No,NCT-AEYAD,Yes
" 
        Douglas Abdell (1947-) United States of America","Brunk Auctions - The United States: Asheville, North Carolina",590 USD,03-23-2013,N/A,y,No,Painting ,697,"800 - 1,200 USD",Yes,19.25 x 4.00 x 8.25 in (48.90 x 10.16 x 20.96 cm),No,"Kaerth-Aekyad,",Yes
" 
        Douglas Abdell (1947-) United States of America","Brunk Auctions - The United States: Asheville, North Carolina",826 USD,03-23-2013,N/A,y,No,Painting ,698,"1,000 - 2,000 USD",Yes,34.00 x 36.00 x 7.00 in (86.36 x 91.44 x 17.78 cm),No,Untitled,Yes
" 
        Douglas Abdell (1947-) United States of America","Bonhams & Butterfields - The United States: California, San Francisco","3,125 USD",06-24-2012,N/A,n,No,Bronze ,3145,N/A,Yes,14.00 x 26.50 x 3.00 in (35.56 x 67.31 x 7.62 cm),No,Helae-Aekyad,Yes
" 
        Douglas Abdell (1947-) United States of America","Ritchies - Canada: Ontario, Toronto",192 CAD,11-11-2005,N/A,n,No,Gouache 2 iterms,1232,100 - 200 CAD,Yes,12.01 x 8.98 in (30.51 x 22.81 cm),No,TWO VIEWS: TWO WOMEN; and FIGURES IN A WINTER LANDSCAPE,Yes
" 
        Douglas Abdell (1947-) United States of America","Bonhams & Butterfields - The United States: California, San Francisco","1,400 USD",11-06-2005,1977-82,n,No,Oil on canvas (1); bronze (3),101,"2,000 - 3,000 USD",Yes,24.02 x 29.92 in (61.01 x 76.00 cm),No,"Study for Pig Bay, 1982; Naex Aekyad, 1977; Pair of Untitled Reliefs (4)",No
" 
        Douglas Abdell (1947-) United States of America","Treadway Gallery - The United States: Ohio, Cincinnati","5,500 USD",09-11-2005,1977,n,No,Bronze ,849,"3,000 - 4,000 USD",Yes,30.00 x 21.00 in (76.20 x 53.34 cm),No,Pnauxae-Aekyad,No
" 
        Douglas Abdell (1947-) United States of America","Treadway Gallery - The United States: Ohio, Cincinnati",Unsold,03-06-2005,N/A,n,No,Bronze welded bronze,827,"5,000 - 7,000 USD",No,40.30 x 28.00 x 5.00 in (102.36 x 71.12 x 12.70 cm),No,Pnauxae-Aekyad,No
" 
        Ala El Dine Abdellatif (1917-1992) ",Ader - France: Paris,500 EUR,11-22-2014,N/A,y,No,Oil on canvas,158,400 - 500 EUR,No,31.89 x 39.37 in (81.00 x 100.00 cm),No,Composition,No
" 
        Ala El Dine Abdellatif (1917-1992) ",Ader - France: Paris,Unsold,11-22-2014,N/A,y,No,Oil on canvas,159,200 - 300 EUR,No,18.11 x 21.65 in (46.00 x 54.99 cm),No,La Fonte des rochers,No
" 
        Saouli Abderrhamane (1915-2011) ",Sothebys - France: Paris,Unsold,10-23-2014,N/A,n,No,Oil on panel,124,"4,000 - 6,000 EUR",Yes,19.49 x 36.22 in (49.50 x 92.00 cm),No,MOSQUÉE DJÈMÂA EL DJEDID À ALGER,No
" 
        Adel Abdessemed (1971-) ",Christies - France: Paris,"37,500 EUR",06-03-2015,N/A,n,No,Charcoal on paper,206,"30,000 - 50,000 EUR",No,95.47 x 59.25 in (242.49 x 150.50 cm),No,Coup de tête,Yes
" 
        Adel Abdessemed (1971-) ",Sothebys - United Kingdom: London,"27,500 GBP",02-11-2015,N/A,n,No,Unknown ,374,"15,000 - 20,000 GBP",Yes,32.68 x 32.68 in (83.01 x 83.01 cm),No,ONE LIFE ONE LOVE ONE GOD,Yes
" 
        Adel Abdessemed (1971-) ",Sothebys - United Kingdom: London,"50,000 GBP",02-11-2015,N/A,n,No,Crayon ink,385,"40,000 - 60,000 GBP",No,54.53 x 19.69 x 19.69 in (138.51 x 50.01 x 50.01 cm),No,SOUTERRAIN,Yes
" 
        Adel Abdessemed (1971-) ",Sothebys - France: Paris,"43,500 EUR",12-03-2014,N/A,n,No,Metal ,30,"40,000 - 60,000 EUR",Yes,0 x 20.28 in (0.00 x 51.51 cm),No,MAPPEMONDE,Yes
" 
        Adel Abdessemed (1971-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,"11,965 EUR",10-27-2014,N/A,y,No,Print ,54,"10,000 - 15,000 EUR",No,29.13 x 39.37 in (73.99 x 100.00 cm),No,SEPT FRERES,Yes
" 
        Adel Abdessemed (1971-) ",Sothebys - United Kingdom: London,"170,500 GBP",10-18-2014,N/A,n,No,Steel ,303,"100,000 - 150,000 GBP",No,78.74 x 0 in (200.00 x 0.00 cm),No,MAPPEMONDE,Yes
" 
        Adel Abdessemed (1971-) ","Christies - United Kingdom: London, King Street","31,250 GBP",10-17-2014,N/A,n,No,Unknown ,279,"30,000 - 50,000 GBP",No,65.00 x 0 in (165.10 x 0.00 cm),No,Sphère II,Yes
" 
        Adel Abdessemed (1971-) ","Christies - United Kingdom: London, South Kensington","2,500 GBP",09-25-2014,N/A,n,No,Painting ,87,"2,000 - 3,000 GBP",Yes,2.87 x 10.47 x 0.31 in (7.29 x 26.59 x 0.79 cm),No,No Smoking,Yes
" 
        Adel Abdessemed (1971-) ",Phillips - United Kingdom: London,"15,000 GBP",10-17-2013,N/A,y,No,Metal ,115,"12,000 - 18,000 GBP",No,66.77 x 68.66 in (169.60 x 174.40 cm),No,Sphere I,Yes
" 
        Adel Abdessemed (1971-) ","Christies - United Kingdom: London, South Kensington","3,125 GBP",09-24-2013,N/A,y,No,Unknown ,161,"2,000 - 3,000 GBP",Yes,2.87 x 10.47 x 0.31 in (7.29 x 26.59 x 0.79 cm),No,No Smoking,Yes
" 
        Adel Abdessemed (1971-) ",Sothebys - France: Paris,"20,000 EUR",06-05-2013,N/A,n,No,Unknown ,203,"15,000 - 20,000 EUR",Yes,0 x 66.54 in (0.00 x 169.01 cm),No,SPHÈRE,Yes
" 
        Adel Abdessemed (1971-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,"7,145 EUR",06-04-2013,2005,y,No,Unknown ,354,"6,000 - 8,000 EUR",Yes,18.11 x 24.80 in (46.00 x 62.99 cm),No,MES AMIS,Yes
" 
        Adel Abdessemed (1971-) ",Phillips - United Kingdom: London,Unsold,04-11-2013,N/A,y,No,Unknown ,41,"2,000 - 3,000 GBP",No,3.94 x 10.83 x 1.18 in (10.01 x 27.51 x 3.00 cm),No,No Smoking,No
" 
        Adel Abdessemed (1971-) ","Christies - The United States: New York, ROCKEFELLER PLAZA","350,000 USD",09-22-2011,2011,y,No,Print ,7,"150,000 - 200,000 USD",No,118.50 x 0 in (300.99 x 0.00 cm),No,mappamonde-olive,No
" 
        Adel Abdessemed (1971-) ",Phillips - The United States: New York,Unsold,03-04-2011,N/A,y,No,Unknown ,30,"40,000 - 60,000 USD",No,80.75 x 78.74 x 2.99 in (205.10 x 200.00 x 7.59 cm),No,Le mythe de Sisyphe,No
" 
        Adel Abdessemed (1971-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,"16,576 EUR",12-06-2010,2006,n,No,Photograph ,87,"6,000 - 8,000 EUR",Yes,28.74 x 39.37 in (73.00 x 100.00 cm),No,SEPT FRERES,Yes
" 
        Adel Abdessemed (1971-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,"5,535 EUR",12-06-2010,2006,n,No,Photograph ,88,"6,000 - 8,000 EUR",Yes,17.72 x 24.41 in (45.01 x 62.00 cm),No,ZERO TOLERANCE,Yes
" 
        Adel Abdessemed (1971-) ",Artcurial - Briest-Poulain-Le Fur - France: Paris,Unsold,03-22-2010,N/A,y,No,Chalk Black chalk on paper,446,"4,500 - 5,500 EUR",Yes,17.72 x 33.46 in (45.01 x 84.99 cm),No,ENTRAINEMENT,No
" 
        Adel Abdessemed (1971-) ",Sothebys - The United States: New York,"17,500 USD",11-12-2009,2003,n,No,Watercolor and charcoal on 2 attached sheets of paper,407,"15,000 - 20,000 USD",Yes,30.98 x 41.73 in (78.69 x 105.99 cm),No,REAL TIME,Yes
" 
        Adel Abdessemed (1971-) ",Sothebys - United Kingdom: London,"23,750 GBP",06-26-2009,2005,n,No,Unknown ,191,"15,000 - 20,000 GBP",No,37.01 x 29.92 x 23.62 in (94.01 x 76.00 x 59.99 cm),No,OCEAN VIEW,Yes
" 
        Adel Abdessemed (1971-) ",Christies - France: Paris,"25,000 EUR",12-09-2008,N/A,y,No,Unknown ,228,"20,000 - 30,000 EUR",No,36.61 x 29.92 x 23.62 in (92.99 x 76.00 x 59.99 cm),No,Ocean view,Yes
" 
        Adel Abdessemed (1971-) ",Christies - Italy: Milan,"29,650 EUR",05-28-2008,N/A,n,No,Paper ,174,N/A,Yes,59.84 x 59.06 in (151.99 x 150.01 cm),No,Oia,Yes
" 
        Alexander Abdo (1865-) England",Bellmans Auctioneers - United Kingdom: West Sussex,Unsold,10-09-2009,N/A,y,No,Watercolor ,1806,200 - 300 GBP,Yes,14.96 x 16.93 in (38.00 x 43.00 cm),No,Pan and nymphs in a glade,No
" 
        Tracy Abdulla (1900-) ","Leonard Joel Australia - Australia: SOUTH YARRA, Melbourne, VIC",300 AUD,11-28-2011,N/A,y,No,Oil on canvas,131,300 - 500 AUD,Yes,28.35 x 36.22 in (72.01 x 92.00 cm),No,On the Weekends,No
" 
        Tracy Abdulla (1900-) ","Leonard Joel Australia - Australia: SOUTH YARRA, Melbourne, VIC",300 AUD,11-28-2011,N/A,y,No,Acrylic on canvas,132,300 - 500 AUD,Yes,27.95 x 36.22 in (70.99 x 92.00 cm),No,When we used to live in Loxton,No
" 
        Sodjono Abdullah (1911-1991) Indonesia","Clars Auction Gallery - The United States: Oakland, California",Unsold,05-31-2015,N/A,y,No,Oil on canvas,4921,"800 - 1,200 USD",No,36.50 x 52.50 in (92.71 x 133.35 cm),No,Figures in a Village Clearing,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Zeeuws Veilinghuis - Netherlands: Middelburg,200 EUR,06-04-2014,N/A,n,No,Oil on canvas,65,250 - 350 EUR,Yes,33.07 x 48.43 in (84.00 x 123.01 cm),No,Sea view,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Zeeuws Veilinghuis - Netherlands: Middelburg,650 EUR,05-28-2013,N/A,y,No,Canvas ,6502,500 - 700 EUR,No,33.46 x 54.33 in (84.99 x 138.00 cm),No,Indonesisch landschap met sawas en vulkaan,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Vendu Notarishuis - Netherlands: Rotterdam,Unsold,11-13-2012,N/A,n,No,Canvas ,573,N/A,Yes,22.83 x 17.13 in (57.99 x 43.51 cm),No,Een Indonesisch meisje.,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,140 EUR,08-29-2012,N/A,n,No,Oil on canvas,314,N/A,Yes,45.67 x 30.31 in (116.00 x 76.99 cm),No,Waterval in een bos,Yes
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,688 EUR,03-13-2012,N/A,n,No,Oil on canvas,128,"1,000 - 1,500 EUR",No,39.37 x 31.50 in (100.00 x 80.01 cm),No,Entering the temple,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,688 EUR,03-13-2012,N/A,n,No,Oil on canvas,126,"1,000 - 1,500 EUR",No,31.50 x 23.62 in (80.01 x 59.99 cm),No,Indonesian girl,Yes
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,875 EUR,09-20-2011,N/A,n,No,Oil on canvas,172,"800 - 1,200 EUR",Yes,23.23 x 15.94 in (59.00 x 40.49 cm),No,Fruit vendors at the pasar,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Weschler's - The United States: Washington D.C,Unsold,09-17-2011,N/A,n,No,Oil on canvas,609,500 - 700 USD,Yes,39.49 x 19.53 in (100.30 x 49.61 cm),No,Entering the Temple,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Weschler's - The United States: Washington D.C,Unsold,04-02-2011,N/A,n,No,Oil on canvas,655,500 - 700 USD,Yes,39.20 x 19.50 in (99.57 x 49.53 cm),No,Entering the Temple,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Gorringes - United Kingdom: Worthing,300 GBP,12-08-2010,N/A,n,No,Oil on canvas,2052,300 - 500 GBP,No,24.00 x 17.50 in (60.96 x 44.45 cm),No,Figures at night beside a temple,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,"1,500 EUR",09-07-2010,N/A,y,No,Oil on canvas,190,700 - 900 EUR,Yes,19.69 x 23.62 in (50.01 x 59.99 cm),No,Landscape with vulcano and sawahs,Yes
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,500 EUR,05-13-2009,1976,y,No,Painting ,210,"700 - 1,000 EUR",No,51.18 x 108.27 in (130.00 x 275.01 cm),No,Rijstvelden bij de Merapi in Indonesie,Yes
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,11-15-2008,N/A,y,No,Painting ,214,600 - 800 EUR,No,25.00 x 35.04 in (63.50 x 89.00 cm),No,Rijstvelden aan de voet van een vulkaan,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,09-10-2008,N/A,n,No,Painting ,222,200 - 300 EUR,No,25.20 x 35.04 in (64.01 x 89.00 cm),No,Tropisch woud,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,09-10-2008,N/A,n,No,Painting ,435,200 - 300 EUR,No,25.20 x 19.29 in (64.01 x 49.00 cm),No,Tempels op Bali,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,03-19-2008,N/A,n,No,Unknown ,27,400 - 600 EUR,No,25.20 x 19.29 in (64.01 x 49.00 cm),No,Tempels op Bali,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,11-14-2007,N/A,n,No,Painting ,227,700 - 900 EUR,No,25.20 x 19.29 in (64.01 x 49.00 cm),No,Tempels op Bali,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Glerum Auctioneers - The Netherlands: Amsterdam,"1,200 EUR",06-10-2007,N/A,y,No,Oil on canvas,404,"1,200 - 1,500 EUR",Yes,48.03 x 30.71 in (122.00 x 78.00 cm),No,Satay-verkoper,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Glerum Auctioneers - The Netherlands: Amsterdam,650 EUR,06-10-2007,N/A,y,No,Oil on canvas,405,"800 - 1,200 EUR",Yes,23.23 x 38.98 in (59.00 x 99.01 cm),No,Een grote flamboyant en bedrijvigheid aan het water,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,"1,140 EUR",09-26-2006,N/A,y,No,Oil on canvas,141,"800 - 1,200 EUR",Yes,31.50 x 24.41 in (80.01 x 62.00 cm),No,Resting horse carriage,Yes
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,11-16-2005,N/A,n,No,Painting ,477,300 - 500 EUR,Yes,23.23 x 38.98 in (59.00 x 99.01 cm),No,Figuren aan het water bij flamboyant,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,10-05-2005,N/A,n,No,Painting ,81,300 - 500 EUR,Yes,23.23 x 16.14 in (59.00 x 41.00 cm),No,Waterval in tropisch bos,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Auction House of the Notaries - The Netherlands: The Hague,Unsold,10-05-2005,N/A,n,No,Painting ,304,300 - 400 EUR,Yes,17.72 x 13.78 in (45.01 x 35.00 cm),No,Pasar,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,960 EUR,10-04-2005,N/A,n,No,Oil on canvas laid down on plywood,96,"800 - 1,200 EUR",Yes,37.40 x 76.77 in (95.00 x 195.00 cm),No,An Indonesian landscape,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,"1,080 EUR",10-04-2005,N/A,n,No,Oil on canvas - a pair,110,700 - 900 EUR,Yes,26.77 x 19.29 in (68.00 x 49.00 cm),No,"A temple entrance, Bali",No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,720 EUR,10-04-2005,N/A,n,No,Oil on canvas - a pair,111,700 - 900 EUR,Yes,16.93 x 23.23 in (43.00 x 59.00 cm),No,A Pasar,No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,840 EUR,10-04-2005,N/A,n,No,Oil on canvas - a pair,153,700 - 900 EUR,Yes,27.17 x 52.36 in (69.01 x 132.99 cm),No,"Extensive Indonesian landscape with rice fields, a lake beyond",No
" 
        Sodjono Abdullah (1911-1991) Indonesia",Christies - The Netherlands: Amsterdam,"1,020 EUR",10-04-2005,N/A,n,No,Oil on canvas and A watercolour on paper,177,"1,000 - 1,500 EUR",Yes,33.46 x 62.20 in (84.99 x 157.99 cm),No,Market underneath trees,No
